### INPAINTED
7 tensor([2], device='cuda:0') tensor([4], device='cuda:0')
cutout adv: 11 19 0.1161
cutout adv: 12 1 0.3095
cutout adv: 12 2 0.3773
cutout adv: 12 3 0.3773
cutout adv: 12 4 0.3576
cutout adv: 12 5 0.3576
cutout adv: 12 6 0.2407
cutout adv: 12 7 0.2407
cutout adv: 12 8 0.1739
cutout adv: 12 9 0.1739
cutout adv: 12 10 0.1491
cutout adv: 12 11 0.1491
cutout adv: 12 12 0.1313
cutout adv: 12 13 0.1313
cutout adv: 12 14 0.1245
cutout adv: 12 15 0.1245
cutout adv: 12 16 0.1171
cutout adv: 12 17 0.1171
cutout adv: 12 18 0.1103
cutout adv: 12 19 0.1103
cutout adv: 13 1 0.3095
cutout adv: 13 2 0.3813
cutout adv: 13 3 0.3813
cutout adv: 13 4 0.3558
cutout adv: 13 5 0.3558
cutout adv: 13 6 0.2246
cutout adv: 13 7 0.2246
cutout adv: 13 8 0.1616
cutout adv: 13 9 0.1616
cutout adv: 13 10 0.1418
cutout adv: 13 11 0.1418
cutout adv: 13 12 0.1293
cutout adv: 13 13 0.1293
cutout adv: 13 14 0.1274
cutout adv: 13 15 0.1274
cutout adv: 13 16 0.1152
cutout adv: 13 17 0.1152
cutout adv: 13 18 0.1098
cutout adv: 13 19 0.1098
cutout adv: 14 1 0.3095
cutout adv: 14 2 0.3764
cutout adv: 14 3 0.3764
cutout adv: 14 4 0.3517
cutout adv: 14 5 0.3517
cutout adv: 14 6 0.215
cutout adv: 14 7 0.215
cutout adv: 14 8 0.1583
cutout adv: 14 9 0.1583
cutout adv: 14 10 0.1391
cutout adv: 14 11 0.1391
cutout adv: 14 12 0.1258
cutout adv: 14 13 0.1258
cutout adv: 14 14 0.1223
cutout adv: 14 15 0.1223
cutout adv: 14 16 0.1172
cutout adv: 14 17 0.1172
cutout adv: 14 18 0.1091
cutout adv: 14 19 0.1091
cutout adv: 15 1 0.3095
cutout adv: 15 2 0.3805
cutout adv: 15 3 0.3805
cutout adv: 15 4 0.3482
cutout adv: 15 5 0.3482
